Price,Area,Age,Tenure,Purchaser,Region
1168000,667.37,6,Leasehold,Private,Geylang
1700000,1194.8,19,Leasehold,Private,Geylang
1680000,1022.58,13,Leasehold,Private,Geylang
865000,462.85,8,Freehold,Private,Geylang
1580000,947.23,5,Leasehold,HDB,Geylang
1220000,624.31,10,Leasehold,Private,Geylang
2085000,1323.97,6,Leasehold,HDB,Geylang
2050000,1323.97,6,Leasehold,Private,Geylang
1280000,979.52,25,Leasehold,HDB,Geylang
1.00E+06,678.13,5,Leasehold,HDB,Geylang
1700000,1022.58,13,Leasehold,Private,Geylang
830000,484.38,10,Leasehold,HDB,Geylang
2030000,1345.5,19,Leasehold,HDB,Geylang
1428000,861.12,5,Leasehold,HDB,Geylang
1770000,1022.58,13,Leasehold,Private,Geylang
1510000,1216.33,22,Leasehold,HDB,Geylang
1832000,1033.34,6,Leasehold,Private,Geylang
2500000,1291.68,13,Leasehold,Private,Geylang
1425000,796.54,8,Freehold,Private,Geylang
1680000,1205.57,22,Leasehold,HDB,Geylang
1400000,958,6,Leasehold,HDB,Geylang
1200000,624.31,6,Leasehold,Private,Geylang
2300000,1313.21,13,Leasehold,Private,Geylang
988000,570.49,5,Leasehold,Private,Geylang
1970000,1033.34,6,Leasehold,HDB,Geylang
1080000,624.31,6,Leasehold,HDB,Geylang
2380000,1291.68,13,Leasehold,HDB,Geylang
2200000,1926.76,18,Freehold,Private,Geylang
2486000,1280.92,10,Leasehold,Private,Geylang
2140000,1259.39,10,Leasehold,Private,Geylang
1550000,947.23,5,Leasehold,HDB,Geylang
845000,462.85,8,Freehold,HDB,Geylang
1330000,764.24,5,Leasehold,Private,Geylang
818000,473.62,8,Freehold,HDB,Geylang
3500000,1829.88,13,Leasehold,Private,Geylang
2630000,1463.9,19,Freehold,Private,Geylang
1140000,699.66,5,Leasehold,Private,Geylang
805000,441.32,6,Leasehold,HDB,Geylang
2930000,1517.72,14,Freehold,Private,Kallang
1010000,559.73,16,Leasehold,HDB,Kallang
845000,441.32,7,Leasehold,HDB,Kallang
1195000,699.66,7,Leasehold,HDB,Kallang
1680000,925.7,16,Leasehold,Private,Kallang
1958000,1280.92,26,Leasehold,Private,Kallang
3.00E+06,1894.46,26,Leasehold,Private,Kallang
2280000,1356.26,19,Leasehold,Private,Kallang
3280000,2055.92,26,Leasehold,Private,Kallang
1260000,731.95,19,Leasehold,Private,Kallang
2650000,1646.89,26,Leasehold,Private,Kallang
4180000,2411.14,31,Freehold,Private,Kallang
888000,667.37,11,Freehold,HDB,Kallang
1970000,1227.1,19,Leasehold,Private,Kallang
1280000,678.13,16,Leasehold,HDB,Kallang
1960000,1227.1,19,Leasehold,HDB,Kallang
1840000,1270.15,18,Leasehold,Private,Kallang
2050000,1216.33,19,Leasehold,Private,Kallang
2060000,1463.9,27,Leasehold,Private,Kallang
1240000,699.66,7,Leasehold,HDB,Kallang
1390000,925.7,26,Leasehold,Private,Kallang
1630000,936.47,7,Leasehold,Private,Kallang
1590000,1173.28,20,Leasehold,Private,Kallang
1636888,990.29,9,Freehold,HDB,Kallang
1228000,678.13,16,Leasehold,Private,Kallang
815000,441.32,7,Leasehold,HDB,Kallang
1570000,936.47,7,Leasehold,HDB,Kallang
2490000,1851.41,26,Leasehold,Private,Kallang
865000,419.8,4,Leasehold,HDB,Kallang
1720000,828.83,4,Leasehold,Private,Kallang
1930000,1334.74,26,Leasehold,Private,Kallang
1300000,775.01,19,Leasehold,Private,Kallang
2050000,1216.33,19,Leasehold,Private,Kallang
1200000,678.13,16,Leasehold,Private,Kallang
1200000,699.66,7,Leasehold,HDB,Kallang
1180000,592.02,16,Leasehold,HDB,Kallang
1915000,1259.39,18,Leasehold,Private,Kallang
1480000,871.88,16,Leasehold,Private,Kallang
2780000,1184.04,7,Freehold,Private,Kallang
1400000,721.19,16,Leasehold,Private,Kallang
2900000,1550.02,15,Freehold,Private,Kallang
4150000,2335.79,26,Leasehold,Private,Kallang
3100000,2055.92,26,Leasehold,Private,Kallang
1640000,861.12,15,Freehold,HDB,Kallang
1540000,828.83,4,Leasehold,Private,Kallang
1580000,871.88,16,Leasehold,Private,Kallang
3780000,2142.04,31,Freehold,Private,Kallang
9.00E+06,6113.95,26,Leasehold,Private,Kallang
2818000,1259.39,7,Freehold,Private,Kallang
3280000,1894.46,26,Leasehold,Private,Kallang
1950000,1216.33,19,Leasehold,HDB,Kallang
1180000,570.49,4,Leasehold,Private,Kallang
1950000,1270.15,18,Leasehold,Private,Kallang
1730000,861.12,15,Freehold,Private,Kallang
840000,419.8,4,Leasehold,Private,Kallang
1448888,721.19,4,Leasehold,HDB,Kallang
1640000,925.7,16,Leasehold,Private,Kallang
2450000,1646.89,26,Leasehold,Private,Kallang
5100000,2626.42,26,Leasehold,Private,Kallang
1175000,699.66,7,Leasehold,HDB,Kallang
1800000,1022.58,19,Leasehold,HDB,Kallang
6710000,3035.45,23,Leasehold,Private,Kallang
2290000,1205.57,14,Freehold,Private,Kallang
2450000,1291.68,4,Leasehold,HDB,Kallang
3900000,1883.7,15,Leasehold,Private,Kallang
2215000,1227.1,19,Leasehold,Private,Kallang
1080000,419.8,7,Freehold,Private,Kallang
3550000,1894.46,26,Leasehold,Private,Kallang
8.00E+05,441.32,7,Leasehold,HDB,Kallang
1680000,893.41,16,Leasehold,HDB,Kallang
1490000,1011.82,26,Leasehold,Private,Kallang
1510000,1044.11,7,Leasehold,Private,Kallang
1850000,1270.15,18,Leasehold,Private,Kallang
1535000,1011.82,26,Leasehold,Private,Kallang
2180000,1377.79,26,Leasehold,Private,Kallang
3250000,2055.92,26,Leasehold,Private,Kallang
1502000,990.29,26,Leasehold,Private,Kallang
2580000,1291.68,15,Freehold,Private,Kallang
2650000,1442.38,30,Freehold,Private,Kallang
840000,419.8,4,Leasehold,HDB,Kallang
1700000,893.41,16,Leasehold,Private,Kallang
4200000,2411.14,31,Freehold,Private,Kallang
4680000,2400.37,31,Freehold,Private,Kallang
5150000,2744.82,26,Leasehold,Private,Kallang
888000,419.8,4,Leasehold,Private,Kallang
1600000,839.59,15,Freehold,Private,Kallang
1510000,947.23,16,Leasehold,Private,Kallang
2260000,1205.57,15,Freehold,HDB,Kallang
1290000,678.13,16,Leasehold,Private,Kallang
1585000,828.83,4,Leasehold,Private,Kallang
1338000,699.66,7,Leasehold,HDB,Kallang
3620000,2217.38,26,Leasehold,Private,Kallang
2.00E+06,1216.33,7,Leasehold,Private,Kallang
2510000,1194.8,14,Freehold,Private,Kallang
1760000,1259.39,18,Leasehold,HDB,Kallang
3365000,1894.46,26,Leasehold,Private,Kallang
4910000,2626.42,26,Leasehold,Private,Kallang
1930000,1399.32,26,Leasehold,Private,Kallang
1290000,807.3,7,Leasehold,Private,Kallang
4030000,2142.04,31,Freehold,Private,Kallang
1050000,559.73,16,Leasehold,HDB,Kallang
2470000,1291.68,4,Leasehold,HDB,Kallang
2380000,1356.26,16,Leasehold,Private,Kallang
2350000,1356.26,7,Leasehold,Private,Kallang
2338388,1528.49,27,Leasehold,Private,Kallang
911800,592.02,7,Leasehold,HDB,Kallang
2400000,1291.68,4,Leasehold,Private,Kallang
808000,419.8,4,Leasehold,HDB,Kallang
1635000,839.59,14,Freehold,HDB,Kallang
3350000,1894.46,26,Leasehold,Private,Kallang
1150000,807.3,26,Leasehold,Private,Kallang
2040000,1248.62,9,Freehold,HDB,Kallang
2050000,1033.34,4,Leasehold,Private,Kallang
1500000,936.47,7,Leasehold,Private,Kallang
4125000,2325.02,28,Freehold,Private,Kallang
1720000,1108.69,11,Freehold,Private,Kallang
2020000,1227.1,19,Leasehold,HDB,Kallang
940000,419.8,7,Freehold,Private,Kallang
1680000,1108.69,11,Freehold,Private,Kallang
4190000,2400.37,31,Freehold,Private,Kallang
1710000,925.7,16,Leasehold,Private,Kallang
2180000,1216.33,7,Leasehold,HDB,Kallang
1450000,990.29,18,Leasehold,Private,Kallang
1910000,1345.5,26,Leasehold,Private,Kallang
1750000,818.06,7,Freehold,Private,Kallang
2320000,1313.21,16,Leasehold,Private,Kallang
2722000,1216.33,7,Freehold,HDB,Kallang
8.00E+05,441.32,7,Leasehold,Private,Kallang
1810000,1162.51,9,Freehold,Private,Kallang
4380000,2400.37,31,Freehold,Private,Kallang
1680000,1076.4,7,Leasehold,Private,Kallang
2520000,1453.14,15,Leasehold,Private,Kallang
5.00E+06,2744.82,23,Leasehold,Private,Kallang
1170000,699.66,7,Leasehold,HDB,Kallang
2560000,1442.38,30,Freehold,Private,Kallang
1820000,1280.92,26,Leasehold,Private,Kallang
1926000,1453.14,19,Leasehold,Private,Kallang
2208000,1280.92,19,Leasehold,HDB,Kallang
1180000,699.66,7,Leasehold,HDB,Kallang
2300000,1485.43,18,Leasehold,Private,Kallang
2.00E+06,1216.33,19,Leasehold,Private,Kallang
2388000,1291.68,4,Leasehold,Private,Kallang
1500000,839.59,7,Leasehold,Private,Kallang
1700000,828.83,7,Freehold,Private,Kallang
3080000,2055.92,26,Leasehold,Private,Kallang
2440000,1420.85,16,Leasehold,Private,Kallang
1435000,828.83,20,Leasehold,HDB,Kallang
4728000,2411.14,31,Freehold,Private,Kallang
1445000,990.29,18,Leasehold,Private,Kallang
2150000,1517.72,27,Leasehold,HDB,Kallang
1950000,1216.33,19,Leasehold,Private,Kallang
1960000,1216.33,19,Leasehold,Private,Kallang
2650000,1517.72,14,Freehold,HDB,Kallang
1498000,721.19,4,Leasehold,Private,Kallang
4300000,2411.14,31,Freehold,Private,Kallang
1250000,699.66,7,Leasehold,Private,Kallang
2538000,1410.08,16,Leasehold,Private,Kallang
2070888,1765.3,26,Freehold,Private,Kallang
848888,419.8,4,Leasehold,Private,Kallang
2480000,1356.26,16,Leasehold,Private,Kallang
2050000,1377.79,26,Leasehold,HDB,Kallang
2870000,1711.48,20,Leasehold,Private,Kallang
1190000,678.13,16,Leasehold,Private,Kallang
1200000,699.66,7,Leasehold,Private,Kallang
2068220,1399.32,20,Leasehold,Private,Kallang
898888,419.8,4,Leasehold,HDB,Kallang
3900000,2238.91,26,Leasehold,Private,Kallang
1938000,1259.39,18,Leasehold,Private,Kallang
3885000,2142.04,31,Freehold,Private,Kallang
3200000,1969.81,26,Leasehold,Private,Kallang
2840000,1550.02,15,Freehold,Private,Kallang
1120000,818.06,7,Leasehold,Private,Kallang
2200000,1356.26,19,Leasehold,Private,Kallang
3850000,2142.04,31,Freehold,HDB,Kallang
1.00E+06,473.62,7,Freehold,HDB,Kallang
1480000,936.47,7,Leasehold,Private,Kallang
1300000,785.77,19,Leasehold,Private,Kallang
1380000,828.83,20,Leasehold,HDB,Kallang
2410000,1216.33,14,Freehold,Private,Kallang
1880000,1302.44,26,Freehold,Private,Kallang
2860000,1776.06,26,Leasehold,Private,Kallang
8.00E+05,441.32,7,Leasehold,HDB,Kallang
2030000,1033.34,4,Leasehold,Private,Kallang
1680000,1033.34,7,Leasehold,HDB,Kallang
2575000,1474.67,26,Leasehold,Private,Kallang
1580000,893.41,16,Leasehold,Private,Kallang
1450000,721.19,4,Leasehold,HDB,Kallang
945000,667.37,11,Freehold,Private,Kallang
1038000,559.73,16,Leasehold,Private,Kallang
1430000,807.3,7,Leasehold,Private,Kallang
1420000,990.29,18,Leasehold,Private,Kallang
1220000,678.13,16,Leasehold,Private,Kallang
5.00E+06,2809.4,26,Leasehold,Private,Kallang
2.00E+06,1345.5,26,Leasehold,Private,Kallang
808888,441.32,7,Leasehold,HDB,Kallang
1300000,828.83,20,Leasehold,HDB,Kallang
3990000,2142.04,31,Freehold,Private,Kallang
1520000,904.18,19,Leasehold,Private,Kallang
1368888,699.66,7,Leasehold,HDB,Kallang
2150000,1356.26,19,Leasehold,Private,Kallang
2660000,1291.68,4,Leasehold,Private,Kallang
2250000,2152.8,11,Freehold,HDB,Kallang
1780000,1259.39,18,Leasehold,Private,Kallang
4.00E+06,2142.04,31,Freehold,Private,Kallang
1410000,990.29,26,Leasehold,Private,Kallang
1270000,699.66,7,Leasehold,Private,Kallang
1868000,1194.8,7,Leasehold,Private,Kallang
870000,419.8,4,Leasehold,HDB,Kallang
4150000,2411.14,30,Freehold,Private,Kallang
4100000,2088.22,26,Leasehold,Private,Kallang
2530000,1291.68,15,Freehold,Private,Kallang
1180000,699.66,7,Leasehold,Private,Kallang
1255000,688.9,16,Leasehold,HDB,Kallang
1308888,893.41,11,Freehold,Private,Kallang
2400000,1291.68,15,Freehold,Private,Kallang
2421000,1646.89,26,Leasehold,Private,Kallang
2055000,1216.33,19,Leasehold,Private,Kallang
2300000,1001.05,15,Freehold,Private,Marine Parade
1530000,731.95,7,Freehold,Private,Marine Parade
1850000,1108.69,19,Leasehold,Private,Marine Parade
3500000,1646.89,15,Freehold,Private,Marine Parade
1900000,1076.4,19,Freehold,HDB,Marine Parade
1830000,979.52,9,Leasehold,Private,Marine Parade
3825000,2077.45,35,Freehold,Private,Marine Parade
1050000,592.02,9,Leasehold,HDB,Marine Parade
3820000,1528.49,13,Freehold,HDB,Marine Parade
2832750,1259.39,13,Freehold,HDB,Marine Parade
5.00E+06,2540.3,9,Leasehold,Private,Marine Parade
3750000,1700.71,13,Freehold,Private,Marine Parade
2528000,1227.1,30,Freehold,Private,Marine Parade
2600000,1291.68,9,Leasehold,Private,Marine Parade
3700000,1603.84,13,Freehold,HDB,Marine Parade
1880000,1065.64,9,Leasehold,HDB,Marine Parade
4150000,2206.62,11,Freehold,Private,Marine Parade
3150000,1560.78,15,Freehold,Private,Marine Parade
2208000,1001.05,15,Freehold,Private,Marine Parade
3150000,1657.66,13,Freehold,Private,Marine Parade
2680000,1216.33,15,Freehold,Private,Marine Parade
3820000,1646.89,15,Freehold,Private,Marine Parade
1270000,570.49,13,Freehold,Private,Marine Parade
2325000,1291.68,19,Leasehold,HDB,Marine Parade
2730000,1313.21,15,Freehold,Private,Marine Parade
3100000,1550.02,19,Freehold,Private,Marine Parade
1820000,979.52,19,Freehold,Private,Marine Parade
2330000,1140.98,9,Leasehold,Private,Marine Parade
1880000,968.76,9,Leasehold,Private,Marine Parade
3250000,1506.96,9,Leasehold,Private,Marine Parade
4650000,2109.74,13,Freehold,Private,Marine Parade
1950000,1065.64,9,Leasehold,HDB,Marine Parade
1645000,731.95,7,Freehold,Private,Marine Parade
2400000,1302.44,19,Leasehold,Private,Marine Parade
2320000,1140.98,9,Leasehold,Private,Marine Parade
2180000,1151.75,25,Freehold,Private,Marine Parade
2960000,1582.31,25,Freehold,Private,Marine Parade
1860000,1108.69,19,Leasehold,Private,Marine Parade
3150000,1367.03,16,Freehold,Private,Marine Parade
2988000,1280.92,9,Freehold,Private,Marine Parade
2850000,1345.5,15,Freehold,Private,Marine Parade
1580000,688.9,7,Freehold,Private,Marine Parade
1980000,1065.64,9,Leasehold,Private,Marine Parade
2750000,1302.44,9,Freehold,Private,Marine Parade
3850000,1603.84,13,Freehold,Private,Marine Parade
2250000,1065.64,13,Freehold,Private,Marine Parade
2840000,1506.96,25,Freehold,Private,Marine Parade
2.00E+06,1108.69,19,Leasehold,Private,Marine Parade
3350000,1808.35,41,Freehold,Private,Marine Parade
2680000,1302.44,9,Freehold,Private,Marine Parade
3960000,1646.89,15,Freehold,Private,Marine Parade
3285000,1517.72,15,Freehold,Private,Marine Parade
3500000,1442.38,13,Freehold,HDB,Marine Parade
1930000,1108.69,19,Leasehold,Private,Marine Parade
13200000,5608.04,13,Freehold,Private,Marine Parade
5050000,2023.63,13,Freehold,Private,Marine Parade
2.00E+06,1065.64,9,Leasehold,Private,Marine Parade
2580000,1420.85,29,Freehold,Private,Marine Parade
2888000,1280.92,10,Freehold,Private,Marine Parade
2950000,1377.79,13,Freehold,Private,Marine Parade
5068000,2518.78,9,Leasehold,Private,Marine Parade
2800000,1636.13,25,Freehold,Private,Marine Parade
2870000,1539.25,19,Leasehold,Private,Marine Parade
3.00E+06,1345.5,15,Freehold,HDB,Marine Parade
2360000,1162.51,12,Freehold,Private,Marine Parade
1960000,1065.64,9,Leasehold,Private,Marine Parade
3030000,1496.2,9,Leasehold,Private,Marine Parade
2475000,1399.32,25,Freehold,HDB,Marine Parade
3600000,1668.42,32,Freehold,Private,Marine Parade
2760000,1270.15,13,Freehold,HDB,Marine Parade
1960000,1108.69,19,Leasehold,HDB,Marine Parade
2960000,1474.67,27,Freehold,Private,Marine Parade
3490000,1743.77,25,Freehold,Private,Marine Parade
2980000,1603.84,41,Freehold,HDB,Marine Parade
3530000,1657.66,13,Freehold,Private,Marine Parade
3200000,1410.08,15,Freehold,HDB,Marine Parade
1900000,904.18,10,Freehold,HDB,Marine Parade
2470000,1011.82,16,Freehold,Private,Marine Parade
2920000,1334.74,13,Freehold,Private,Marine Parade
3068000,1636.13,30,Freehold,Private,Marine Parade
1608880,893.41,9,Leasehold,Private,Marine Parade
5800000,2637.18,30,Freehold,Private,Marine Parade
3500000,1410.08,15,Freehold,Private,Marine Parade
2213338,958,13,Freehold,Private,Marine Parade
3120000,1474.67,27,Freehold,Private,Marine Parade
2038000,1151.75,25,Freehold,Private,Marine Parade
3180000,1474.67,27,Freehold,Private,Marine Parade
1250000,570.49,13,Freehold,Private,Marine Parade
2850000,1550.02,19,Freehold,Private,Marine Parade
1588000,731.95,7,Freehold,Private,Marine Parade
3128000,1270.15,9,Freehold,HDB,Marine Parade
2300000,1065.64,13,Freehold,Private,Marine Parade
4500000,2055.92,9,Freehold,Private,Marine Parade
6300000,2443.43,13,Freehold,Private,Marine Parade
3130000,1517.72,12,Freehold,HDB,Marine Parade
2850000,1313.21,15,Freehold,Private,Marine Parade
2950000,1603.84,41,Freehold,Private,Marine Parade
2830000,1517.72,25,Freehold,Private,Marine Parade
1800000,1065.64,13,Freehold,Private,Marine Parade
2900000,1453.14,13,Freehold,Private,Marine Parade
1080000,592.02,9,Leasehold,Private,Marine Parade
6300000,2443.43,13,Freehold,Private,Marine Parade
2300000,1313.21,19,Leasehold,Private,Marine Parade
2250000,1323.97,19,Leasehold,Private,Marine Parade
4820000,1959.05,13,Freehold,Private,Marine Parade
2820000,1431.61,9,Leasehold,Private,Marine Parade
4550000,1959.05,13,Freehold,Private,Marine Parade
2850000,1506.96,25,Freehold,Private,Marine Parade
2750400,1539.25,19,Leasehold,Private,Marine Parade
1575000,871.88,9,Leasehold,Private,Marine Parade
1720000,1108.69,19,Leasehold,Private,Marine Parade
2248000,1442.38,12,Freehold,Private,Marine Parade
3505000,1560.78,15,Freehold,Private,Marine Parade
2300000,1140.98,9,Leasehold,Private,Marine Parade
3.00E+06,1377.79,16,Freehold,Private,Marine Parade
2460000,1162.51,12,Freehold,Private,Marine Parade
2300000,1130.22,15,Freehold,Private,Marine Parade
3500000,1808.35,41,Freehold,Private,Marine Parade
2400000,1367.03,19,Leasehold,Private,Marine Parade
2835000,1442.38,19,Freehold,Private,Marine Parade
3215000,1646.89,25,Freehold,Private,Marine Parade
2788000,1582.31,25,Freehold,Private,Marine Parade
3780000,1614.6,13,Freehold,Private,Marine Parade
3650000,1614.6,13,Freehold,Private,Marine Parade
2400000,1291.68,25,Freehold,Private,Marine Parade
3550000,1517.72,15,Freehold,Private,Marine Parade
3580000,1410.08,15,Freehold,Private,Marine Parade
3488000,1528.49,13,Freehold,HDB,Marine Parade
4590000,1915.99,17,Freehold,Private,Others
3400000,1410.08,17,Freehold,Private,Others
3930000,1733,17,Freehold,Private,Others
4500000,1905.23,17,Freehold,Private,Others
4650000,1915.99,17,Freehold,Private,Others
3480000,1356.26,17,Freehold,Private,Others
2900000,1237.86,19,Freehold,Private,Newton
5250000,1969.81,10,Freehold,Private,Newton
4300000,1733,25,Freehold,Private,Newton
4900000,2034.4,11,Freehold,Private,Newton
3800000,1733,19,Freehold,Private,Newton
3780000,2281.97,16,Leasehold,Private,Newton
4500000,1550.02,12,Freehold,Private,Newton
4280000,1905.23,20,Freehold,Private,Newton
4238000,1334.74,9,Freehold,Private,Newton
3968000,1657.66,25,Freehold,Private,Newton
2740000,1001.05,10,Freehold,Private,Newton
2350000,1140.98,14,Freehold,Private,Newton
3850000,1733,19,Freehold,Private,Newton
12680000,4111.85,14,Freehold,Private,Newton
2350000,882.65,10,Freehold,Private,Newton
12800000,2884.75,22,Freehold,Private,Newton
6800000,2604.89,10,Freehold,Private,Newton
3910000,1733,19,Freehold,Private,Newton
7700000,1776.06,9,Freehold,Private,Newton
6619000,1550.02,12,Freehold,Private,Newton
13008888,2884.75,22,Freehold,Private,Newton
4288888,1733,19,Freehold,Private,Newton
2300000,882.65,10,Freehold,Private,Newton
4340000,1550.02,10,Freehold,Private,Newton
5088000,2012.87,19,Freehold,Private,Newton
5750000,2809.4,13,Freehold,Private,Newton
6600000,2023.63,13,Freehold,Private,Newton
5.00E+06,1969.81,19,Freehold,Private,Newton
7280000,2454.19,10,Freehold,Private,Newton
5.00E+06,2142.04,21,Freehold,Private,Newton
3600000,1571.54,13,Freehold,Private,Newton
11100000,2884.75,22,Freehold,Private,Newton
1.80E+07,3584.41,9,Freehold,Private,Newton
3600000,1313.21,10,Freehold,Private,Newton
5688800,2809.4,13,Freehold,HDB,Newton
7080000,2195.86,14,Freehold,Private,Newton
4.00E+06,1743.77,22,Freehold,Private,Newton
6280000,2023.63,13,Freehold,Private,Newton
2880000,1119.46,10,Freehold,Private,Newton
6950000,1743.77,9,Freehold,Private,Newton
7150000,2497.25,10,Freehold,Private,Newton
3300000,1539.25,10,Freehold,Private,Newton
12900000,2884.75,22,Freehold,Private,Newton
4800000,1969.81,19,Freehold,Private,Newton
6100000,2787.88,13,Freehold,Private,Newton
6600000,2023.63,13,Freehold,HDB,Newton
3850000,2098.98,16,Leasehold,Private,Newton
2560000,1173.28,18,Leasehold,Private,Newton
1768000,850.36,7,Leasehold,HDB,Newton
2360000,882.65,10,Freehold,Private,Newton
2900000,1646.89,18,Leasehold,Private,Newton
7696000,2475.72,9,Freehold,Private,Newton
5028888,2142.04,21,Freehold,Private,Newton
11680000,3347.6,38,Freehold,Private,Newton
3850000,1743.77,14,Freehold,Private,Newton
2650000,1001.05,10,Freehold,Private,Newton
3630000,1571.54,13,Freehold,Private,Newton
8680000,4014.97,18,Leasehold,Private,Newton
4215000,1840.64,20,Freehold,Private,Newton
2950000,1937.52,19,Freehold,HDB,Newton
2550000,1205.57,19,Freehold,Private,Newton
4300000,1689.95,31,Freehold,Private,Newton
2450000,1173.28,18,Leasehold,Private,Newton
920000,473.62,6,Freehold,Private,Novena
2650000,1313.21,10,Freehold,Private,Novena
2430000,1280.92,17,Freehold,Private,Novena
3350000,1463.9,15,Freehold,HDB,Novena
3710000,1722.24,12,Leasehold,Private,Novena
3150000,1872.94,13,Freehold,HDB,Novena
1680000,947.23,24,Freehold,Private,Novena
2610000,1044.11,11,Freehold,Private,Novena
2800000,1420.85,10,Freehold,HDB,Novena
3150000,1593.07,13,Freehold,Private,Novena
3050000,1485.43,14,Freehold,Private,Novena
3320000,1463.9,15,Freehold,Private,Novena
1150000,462.85,9,Freehold,HDB,Novena
1788888,958,19,Leasehold,Private,Novena
2500000,1259.39,19,Leasehold,Private,Novena
3200000,1474.67,9,Freehold,Private,Novena
1800000,979.52,19,Leasehold,Private,Novena
2048000,958,14,Freehold,Private,Novena
1758888,958,19,Leasehold,HDB,Novena
1650000,871.88,9,Freehold,Private,Novena
3250000,2314.26,11,Leasehold,Private,Novena
2338000,1302.44,19,Freehold,Private,Novena
2500000,1237.86,19,Leasehold,Private,Novena
1788000,958,19,Leasehold,Private,Novena
2.00E+06,958,12,Leasehold,Private,Novena
1880000,958,12,Leasehold,HDB,Novena
2650000,1044.11,11,Freehold,Private,Novena
2550000,1280.92,10,Freehold,Private,Novena
1150000,462.85,9,Freehold,Private,Novena
1100000,581.26,12,Leasehold,HDB,Novena
1100000,462.85,9,Freehold,HDB,Novena
3630000,1689.95,15,Freehold,Private,Novena
2388000,1237.86,19,Leasehold,Private,Novena
3800000,1517.72,11,Freehold,Private,Novena
1850000,1054.87,13,Freehold,Private,Novena
6480000,3562.88,9,Freehold,Private,Novena
1910000,979.52,19,Leasehold,HDB,Novena
3200000,1872.94,13,Freehold,Private,Novena
2700000,1528.49,13,Freehold,Private,Novena
1085000,473.62,9,Freehold,HDB,Novena
7.00E+06,3562.88,10,Freehold,Private,Novena
3470000,1539.25,16,Freehold,Private,Novena
3500000,1539.25,16,Freehold,Private,Novena
2.00E+06,958,12,Leasehold,Private,Novena
2220000,1194.8,10,Freehold,Private,Novena
1820000,958,19,Leasehold,Private,Novena
3100000,1733,22,Leasehold,Private,Novena
2380000,1033.34,16,Freehold,Private,Novena
4160000,1840.64,9,Freehold,Private,Novena
4550000,2195.86,32,Freehold,Private,Novena
3450000,1420.85,15,Freehold,Private,Novena
1248000,688.9,9,Freehold,HDB,Novena
3080000,2163.56,11,Leasehold,Private,Novena
1030000,613.55,18,Freehold,Private,Novena
2820000,1291.68,21,Freehold,Private,Novena
1668000,925.7,10,Freehold,Private,Novena
3250000,1657.66,32,Freehold,Private,Novena
2350000,1259.39,19,Leasehold,Private,Novena
1910000,936.47,12,Leasehold,HDB,Novena
1920000,936.47,12,Leasehold,Private,Novena
2750000,1216.33,14,Freehold,HDB,Novena
2750000,1528.49,13,Freehold,HDB,Novena
4620000,1991.34,10,Freehold,HDB,Novena
2544108,1302.44,9,Freehold,Private,Novena
2150000,958,14,Freehold,Private,Novena
1828000,1054.87,13,Freehold,Private,Novena
3500000,1463.9,15,Freehold,Private,Novena
2530000,1237.86,19,Leasehold,Private,Novena
1680000,871.88,9,Freehold,Private,Novena
2.00E+06,1657.66,39,Freehold,Private,Novena
2050000,947.23,21,Freehold,HDB,Novena
4950000,2098.98,11,Freehold,HDB,Novena
1850000,958,19,Leasehold,HDB,Novena
2731000,1506.96,11,Leasehold,Private,Novena
1315000,656.6,19,Leasehold,Private,Novena
3200000,1463.9,12,Leasehold,Private,Novena
1128000,635.08,10,Freehold,Private,Novena
2200000,1011.82,6,Freehold,Private,Novena
2860000,1528.49,13,Freehold,HDB,Novena
2455000,1237.86,19,Leasehold,Private,Novena
1052988,462.85,9,Freehold,Private,Novena
3220000,1679.18,32,Freehold,HDB,Novena
1720000,925.7,10,Freehold,Private,Novena
4070000,2454.19,10,Freehold,Private,Novena
3753000,1991.34,19,Leasehold,Private,Novena
2250000,1280.92,22,Leasehold,Private,Novena
1680000,936.47,24,Freehold,Private,Novena
2700000,1087.16,11,Freehold,Private,Novena
2290000,1097.93,12,Leasehold,Private,Novena
3400000,1345.5,11,Freehold,Private,Novena
1060000,581.26,12,Leasehold,Private,Novena
3250000,1410.08,9,Freehold,Private,Novena
2380000,1216.33,10,Freehold,Private,Novena
2688000,1162.51,11,Freehold,Private,Novena
2400000,1237.86,19,Leasehold,Private,Novena
4150000,2486.48,32,Freehold,Private,Novena
1088000,624.31,10,Freehold,Private,Novena
1188000,699.66,19,Freehold,HDB,Novena
1860000,958,14,Freehold,Private,Novena
2380000,1259.39,19,Leasehold,HDB,Novena
1540000,925.7,10,Freehold,Private,Novena
2728000,1528.49,13,Freehold,HDB,Novena
2440000,1097.93,12,Leasehold,HDB,Novena
1198000,581.26,12,Leasehold,Private,Novena
955000,559.73,10,Freehold,Private,Novena
2700000,1388.56,45,Freehold,Private,Novena
2220000,1140.98,13,Freehold,Private,Novena
2200000,1259.39,17,Freehold,Private,Novena
3750000,1614.6,9,Freehold,Private,Novena
2570000,1087.16,11,Freehold,Private,Novena
2900000,1485.43,12,Leasehold,Private,Novena
3850000,1453.14,21,Freehold,Private,Others
1.10E+07,2830.93,6,Freehold,Private,Others
3850000,1453.14,21,Freehold,Private,Others
3650000,1485.43,21,Freehold,Private,Others
3500000,1485.43,21,Freehold,Private,Others
1.00E+07,2583.36,6,Freehold,Private,Others
